Дата,Категория,Регион,Объем_потерь_кг
2019-01-31,Овощи,Восток,0.0
2021-12-31,Фрукты,Север,300.0
2024-06-30,Молочные продукты,Восток,610.0
2019-10-31,Мясо,Юг,455.0
2019-02-28,Молочные продукты,Запад,773.0
2024-04-30,Овощи,Север,315.0
2020-09-30,Фрукты,Запад,534.0
2023-06-30,Фрукты,Восток,974.0
2022-02-28,Зерновые,Запад,997.0
2021-01-31,Фрукты,Юг,866.0
2019-12-31,Мясо,Юг,974.0
2020-05-31,Зерновые,Север,0.0
2021-08-31,Зерновые,Запад,420.0
2020-03-31,Фрукты,Юг,669.0
2018-11-30,Овощи,Юг,346.0
2022-07-31,Зерновые,Запад,893.0
2018-12-31,Фрукты,Запад,328.0
2019-04-30,Овощи,Запад,16199.0
2019-08-31,Молочные продукты,Запад,542.0
2020-09-30,Мясо,Запад,704.0
2023-01-31,Овощи,Юг,686.0
2018-07-31,Овощи,Юг,0.0
2018-07-31,Мясо,Запад,339.0
2023-03-31,Зерновые,Юг,0.0
2022-06-30,Зерновые,Запад,171.0
2018-02-28,Фрукты,Запад,225.0
2021-10-31,Зерновые,Юг,832.0
2023-08-31,Овощи,Север,159.0
2018-10-31,Зерновые,Запад,10.0
2022-02-28,Молочные продукты,Север,107.0
2021-09-30,Овощи,Север,16157.0
2020-03-31,Овощи,Восток,262.0
2024-12-31,Молочные продукты,Запад,828.0
2021-10-31,Молочные продукты,Запад,810.0
2023-06-30,Зерновые,Запад,207.0
2022-12-31,Молочные продукты,Запад,292.0
2018-04-30,Овощи,Юг,457.0
2019-03-31,Зерновые,Юг,78.0
2024-10-31,Зерновые,Запад,772.0
2022-03-31,Молочные продукты,Юг,718.0
2024-01-31,Мясо,Север,427.0
2018-11-30,Овощи,Юг,798.0
2019-01-31,Фрукты,Запад,0.0
2019-07-31,Мясо,Юг,638.0
2023-12-31,Овощи,Восток,139.0
2020-11-30,Мясо,Восток,0.0
2023-12-31,Овощи,Запад,733.0
2023-05-31,Фрукты,Запад,400.0
2022-08-31,Овощи,Запад,0.0
2020-10-31,Мясо,Восток,483.0
2024-11-30,Зерновые,Восток,17315.0
2018-10-31,Фрукты,Запад,284.0
2018-08-31,Фрукты,Север,560.0
2021-04-30,Овощи,Запад,997.0
2022-01-31,Молочные продукты,Восток,957.0
2019-07-31,Овощи,Юг,98.0
2022-07-31,Овощи,Юг,531.0
2024-01-31,Неправильная категория,Запад,240.0
2021-04-30,Зерновые,Восток,0.0
2019-03-31,Мясо,Запад,219.0
2023-12-31,Мясо,Запад,489.0
2021-11-30,Зерновые,Восток,501.0
2021-04-30,Овощи,Север,124.0
2020-06-30,Фрукты,Север,318.0
2019-12-31,Овощи,Восток,0.0
2024-07-31,Фрукты,Восток,476.0
2023-12-31,Овощи,Восток,920.0
2022-11-30,Фрукты,Юг,641.0
2022-04-30,Мясо,Запад,0.0
2020-02-29,Мясо,Север,274.0
2018-12-31,Зерновые,Восток,467.0
2022-07-31,Зерновые,Восток,816.0
2021-05-31,Фрукты,Юг,13.0
2023-08-31,Молочные продукты,Восток,0.0
2022-11-30,Зерновые,Запад,920.0
2022-09-30,Мясо,Север,0.0
2022-05-31,Овощи,Север,376.0
2019-09-30,Овощи,Юг,0.0
2020-02-29,Мясо,Запад,704.0
2024-01-31,Овощи,Север,506.0
2019-01-31,Мясо,Юг,377.0
2022-01-31,Фрукты,Север,0.0
2024-12-31,Молочные продукты,Запад,277.0
2020-11-30,Молочные продукты,Север,475.0
2020-04-30,Фрукты,Север,0.0
2024-11-30,Фрукты,Юг,0.0
2022-09-30,Мясо,Восток,581.0
2019-05-31,Молочные продукты,Запад,935.0
2023-01-31,Зерновые,Восток,110.0
2024-11-30,Неправильная категория,Восток,39.0
2019-06-30,Зерновые,Восток,686.0
2024-04-30,Зерновые,Запад,834.0
2022-08-31,Молочные продукты,Север,928.0
2023-01-31,Молочные продукты,Запад,207.0
2020-07-31,Зерновые,Север,868.0
2022-04-30,Мясо,Восток,0.0
2021-05-31,Зерновые,Юг,0.0
2019-09-30,Фрукты,Восток,539.0
2022-07-31,Фрукты,Юг,0.0
2018-03-31,Молочные продукты,Юг,0.0
2019-03-31,Зерновые,Юг,0.0
2022-07-31,Фрукты,Юг,840.0
2020-09-30,Овощи,Север,243.0
2021-01-31,Молочные продукты,Восток,929.0
2018-09-30,Мясо,Север,312.0
2019-04-30,Мясо,Юг,0.0
2020-09-30,Молочные продукты,Запад,655.0
2020-08-31,Неправильная категория,Восток,0.0
2024-02-29,Молочные продукты,Юг,269.0
2022-06-30,Фрукты,Юг,919.0
2023-06-30,Овощи,Восток,298.0
2019-03-31,Овощи,Восток,0.0
2021-03-31,Зерновые,Юг,825.0
2020-01-31,Зерновые,Запад,742.0
2024-01-31,Фрукты,Восток,0.0
2024-07-31,Мясо,Север,714.0
2019-02-28,Фрукты,Север,194.0
2021-05-31,Овощи,Юг,382.0
2019-09-30,Молочные продукты,Юг,161.0
2022-04-30,Фрукты,Юг,672.0
2022-11-30,Зерновые,Север,585.0
2021-06-30,Фрукты,Восток,304.0
2024-09-30,Молочные продукты,Юг,0.0
2022-02-28,Мясо,Юг,0.0
2022-09-30,Фрукты,Запад,997.0
2018-03-31,Неправильная категория,Юг,254.0
2020-04-30,Фрукты,Юг,50.0
2022-02-28,Зерновые,Север,101.0
2021-04-30,Молочные продукты,Запад,301.0
2021-09-30,Овощи,Запад,0.0
2020-05-31,Зерновые,Восток,0.0
2020-09-30,Зерновые,Запад,773.0
2024-02-29,Овощи,Восток,819.0
2023-12-31,Овощи,Восток,793.0
2019-06-30,Молочные продукты,Юг,0.0
2020-12-31,Молочные продукты,Юг,460.0
2024-05-31,Фрукты,Север,502.0
2018-03-31,Зерновые,Север,533.0
2024-10-31,Овощи,Запад,703.0
2020-11-30,Овощи,Север,139.0
2024-06-30,Зерновые,Север,917.0
2023-06-30,Молочные продукты,Север,674.0
2022-04-30,Молочные продукты,Юг,633.0
2021-06-30,Мясо,Запад,0.0
2020-02-29,Зерновые,Юг,0.0
2024-11-30,Зерновые,Юг,593.0
2020-11-30,Фрукты,Восток,43.0
2023-07-31,Молочные продукты,Запад,290.0
2020-03-31,Зерновые,Восток,522.0
2022-08-31,Молочные продукты,Восток,708.0
2023-04-30,Зерновые,Запад,0.0
2020-07-31,Зерновые,Юг,0.0
2019-01-31,Молочные продукты,Юг,0.0
2021-09-30,Овощи,Восток,567.0
2023-03-31,Овощи,Запад,143.0
2022-11-30,Молочные продукты,Юг,17214.0
2023-12-31,Мясо,Запад,57.0
2018-08-31,Овощи,Восток,44.0
2023-02-28,Овощи,Восток,748.0
2019-09-30,Овощи,Юг,134.0
2018-10-31,Мясо,Запад,0.0
2022-09-30,Молочные продукты,Юг,481.0
2021-09-30,Молочные продукты,Север,268.0
2018-12-31,Зерновые,Юг,396.0
2024-01-31,Зерновые,Север,67.0
2021-02-28,Зерновые,Юг,866.0
2018-09-30,Зерновые,Юг,10068.0
2023-01-31,Овощи,Юг,659.0
2020-10-31,Мясо,Запад,479.0
2021-01-31,Мясо,Восток,77.0
2018-06-30,Молочные продукты,Юг,557.0
2018-12-31,Мясо,Север,0.0
2022-03-31,Мясо,Север,725.0
2019-06-30,Фрукты,Север,85.0
2019-06-30,Мясо,Восток,105.0
2018-11-30,Мясо,Запад,17433.0
2020-11-30,Молочные продукты,Север,648.0
2024-08-31,Зерновые,Восток,221.0
2021-08-31,Фрукты,Восток,950.0
2024-04-30,Мясо,Восток,450.0
2021-04-30,Молочные продукты,Восток,127.0
2024-01-31,Мясо,Восток,371.0
2023-11-30,Фрукты,Север,684.0
2024-06-30,Фрукты,Юг,609.0
2024-09-30,Фрукты,Запад,203.0
2020-10-31,Мясо,Запад,196.0
2023-05-31,Зерновые,Юг,886.0
2018-02-28,Овощи,Юг,14176.0
2020-06-30,Молочные продукты,Восток,623.0
2019-04-30,Зерновые,Юг,720.0
2024-01-31,Мясо,Восток,0.0
2019-12-31,Молочные продукты,Восток,0.0
2023-01-31,Молочные продукты,Юг,697.0
2019-09-30,Овощи,Север,348.0
2019-04-30,Мясо,Запад,217.0
2021-02-28,Мясо,Запад,903.0
2020-05-31,Овощи,Запад,158.0
2024-10-31,Молочные продукты,Восток,490.0
2021-05-31,Молочные продукты,Север,412.0
2018-05-31,Овощи,Юг,710.0
2023-08-31,Зерновые,Запад,794.0
2024-12-31,Мясо,Восток,0.0
2018-03-31,Овощи,Запад,0.0
2024-11-30,Молочные продукты,Запад,807.0
2020-06-30,Молочные продукты,Восток,0.0
2022-11-30,Овощи,Юг,88.0
2023-06-30,Фрукты,Юг,0.0
2020-06-30,Фрукты,Запад,66.0
2019-04-30,Молочные продукты,Запад,432.0
2021-11-30,Зерновые,Север,0.0
2019-12-31,Зерновые,Юг,0.0
2018-05-31,Мясо,Запад,619.0
2018-01-31,Молочные продукты,Запад,0.0
2018-08-31,Молочные продукты,Юг,0.0
2024-03-31,Фрукты,Восток,676.0
2022-01-31,Мясо,Восток,388.0
2018-02-28,Фрукты,Юг,389.0
2024-08-31,Мясо,Юг,729.0
2022-12-31,Зерновые,Юг,0.0
2021-03-31,Молочные продукты,Север,14.0
2022-06-30,Зерновые,Восток,521.0
2023-04-30,Зерновые,Восток,216.0
2018-10-31,Овощи,Запад,995.0
2023-06-30,Мясо,Запад,114.0
2019-05-31,Молочные продукты,Север,280.0
2023-06-30,Зерновые,Юг,0.0
2019-03-31,Молочные продукты,Запад,504.0
2018-12-31,Овощи,Восток,640.0
2020-05-31,Овощи,Запад,13.0
2020-10-31,Мясо,Восток,474.0
2022-12-31,Овощи,Запад,790.0
2021-02-28,Овощи,Запад,973.0
2020-01-31,Мясо,Восток,134.0
2024-01-31,Мясо,Север,287.0
2022-09-30,Мясо,Север,188.0
2021-08-31,Зерновые,Запад,185.0
2024-02-29,Фрукты,Запад,570.0
2022-02-28,Зерновые,Запад,731.0
2018-06-30,Молочные продукты,Север,87.0
2024-05-31,Молочные продукты,Запад,537.0
2020-04-30,Молочные продукты,Запад,625.0
2020-08-31,Молочные продукты,Север,231.0
2020-12-31,Фрукты,Восток,242.0
2024-10-31,Молочные продукты,Юг,207.0
2019-09-30,Мясо,Юг,430.0
2021-01-31,Фрукты,Север,28.0
2019-05-31,Зерновые,Запад,97.0
2021-09-30,Молочные продукты,Запад,184.0
2021-12-31,Фрукты,Юг,659.0
2020-02-29,Зерновые,Восток,475.0
2023-04-30,Фрукты,Север,56.0
2021-04-30,Молочные продукты,Запад,736.0
2018-02-28,Мясо,Юг,0.0
2018-05-31,Фрукты,Восток,815.0
2024-07-31,Фрукты,Запад,0.0
2019-04-30,Фрукты,Север,181.0
2020-11-30,Мясо,Запад,159.0
2023-10-31,Молочные продукты,Запад,718.0
2021-07-31,Мясо,Север,951.0
2022-06-30,Зерновые,Запад,83.0
2023-04-30,Фрукты,Запад,0.0
2018-10-31,Молочные продукты,Восток,222.0
2022-07-31,Зерновые,Восток,543.0
2020-11-30,Овощи,Юг,136.0
2020-10-31,Мясо,Юг,0.0
2024-09-30,Мясо,Север,696.0
2024-12-31,Мясо,Север,0.0
2024-12-31,Овощи,Восток,166.0
2024-03-31,Мясо,Юг,975.0
2020-12-31,Молочные продукты,Север,749.0
2023-07-31,Зерновые,Восток,742.0
2021-10-31,Овощи,Запад,402.0
2023-01-31,Молочные продукты,Юг,0.0
2023-05-31,Молочные продукты,Юг,0.0
2018-05-31,Овощи,Юг,756.0
2023-07-31,Мясо,Юг,564.0
2019-04-30,Зерновые,Восток,33.0
2023-12-31,Мясо,Юг,908.0
2022-04-30,Фрукты,Восток,939.0
2020-07-31,Зерновые,Север,0.0
2021-06-30,Мясо,Юг,16704.0
2022-02-28,Фрукты,Запад,442.0
2023-04-30,Овощи,Север,955.0
2021-11-30,Мясо,Запад,329.0
2023-03-31,Фрукты,Юг,181.0
2021-10-31,Фрукты,Восток,0.0
2020-02-29,Зерновые,Север,680.0
2020-07-31,Фрукты,Запад,0.0
2019-03-31,Молочные продукты,Юг,0.0
2019-07-31,Овощи,Юг,803.0
2021-06-30,Фрукты,Юг,313.0
2022-12-31,Мясо,Восток,0.0
2018-11-30,Овощи,Юг,851.0
2024-04-30,Молочные продукты,Запад,751.0
2019-06-30,Фрукты,Восток,0.0
2020-02-29,Зерновые,Восток,215.0
2022-04-30,Мясо,Восток,16.0
2024-04-30,Молочные продукты,Юг,481.0
2022-04-30,Зерновые,Запад,680.0
2024-03-31,Фрукты,Восток,249.0
2022-06-30,Овощи,Восток,907.0
2021-02-28,Мясо,Юг,841.0
2020-05-31,Фрукты,Север,0.0
2019-10-31,Мясо,Юг,704.0
2020-06-30,Овощи,Запад,265.0
2024-06-30,Фрукты,Восток,680.0
2018-09-30,Фрукты,Юг,0.0
2019-01-31,Мясо,Юг,515.0
2019-04-30,Фрукты,Запад,72.0
2018-06-30,Мясо,Юг,973.0
2021-07-31,Мясо,Север,518.0
2023-09-30,Зерновые,Север,0.0
2019-08-31,Молочные продукты,Запад,73.0
2024-04-30,Молочные продукты,Восток,539.0
2021-03-31,Зерновые,Запад,912.0
2021-05-31,Овощи,Восток,337.0
2023-07-31,Мясо,Запад,295.0
2024-06-30,Фрукты,Юг,686.0
2024-02-29,Овощи,Север,76.0
2019-07-31,Молочные продукты,Запад,148.0
2023-09-30,Фрукты,Запад,793.0
2023-02-28,Овощи,Север,777.0
2018-04-30,Зерновые,Север,0.0
2020-12-31,Мясо,Юг,551.0
2023-11-30,Овощи,Запад,0.0
2018-09-30,Овощи,Юг,693.0
2019-12-31,Фрукты,Запад,537.0
2023-03-31,Молочные продукты,Запад,32.0
2022-08-31,Молочные продукты,Юг,0.0
2021-12-31,Овощи,Восток,218.0
2022-10-31,Зерновые,Север,494.0
2024-09-30,Мясо,Север,669.0
2021-09-30,Мясо,Запад,618.0
2021-09-30,Фрукты,Запад,475.0
2020-08-31,Овощи,Запад,998.0
2024-06-30,Фрукты,Север,565.0
2023-09-30,Молочные продукты,Запад,392.0
2020-07-31,Овощи,Восток,0.0
2019-08-31,Овощи,Юг,463.0
2022-12-31,Фрукты,Восток,897.0
2023-08-31,Молочные продукты,Север,655.0
2021-12-31,Зерновые,Юг,832.0
2022-09-30,Овощи,Юг,915.0
2022-04-30,Молочные продукты,Запад,740.0
2020-06-30,Мясо,Запад,733.0
2019-07-31,Мясо,Запад,629.0
2021-12-31,Мясо,Запад,540.0
2020-11-30,Молочные продукты,Север,0.0
2018-01-31,Фрукты,Восток,627.0
2019-04-30,Зерновые,Восток,15125.0
2018-09-30,Мясо,Восток,0.0
2019-06-30,Фрукты,Юг,169.0
2023-04-30,Зерновые,Север,40.0
2020-04-30,Неправильная категория,Восток,0.0
2018-10-31,Овощи,Север,13465.0
2021-05-31,Молочные продукты,Юг,0.0
2023-09-30,Мясо,Восток,270.0
2021-09-30,Зерновые,Восток,0.0
2018-12-31,Зерновые,Восток,202.0
2024-10-31,Зерновые,Север,244.0
2024-02-29,Овощи,Юг,12215.0
2021-12-31,Молочные продукты,Восток,582.0
2018-08-31,Молочные продукты,Запад,98.0
2019-09-30,Фрукты,Север,21.0
2022-09-30,Зерновые,Восток,704.0
2022-03-31,Молочные продукты,Юг,334.0
2018-03-31,Молочные продукты,Восток,0.0
2021-12-31,Молочные продукты,Юг,0.0
2021-03-31,Мясо,Запад,0.0
2019-06-30,Мясо,Восток,0.0
2020-03-31,Фрукты,Восток,685.0
2023-09-30,Мясо,Юг,648.0
2020-10-31,Мясо,Юг,646.0
2019-11-30,Фрукты,Восток,591.0
2024-02-29,Овощи,Восток,0.0
2024-10-31,Фрукты,Восток,62.0
2022-03-31,Фрукты,Юг,34.0
2022-06-30,Зерновые,Север,680.0
2021-01-31,Мясо,Юг,945.0
2023-12-31,Зерновые,Юг,479.0
2018-08-31,Неправильная категория,Юг,432.0
2018-10-31,Молочные продукты,Запад,403.0
2018-02-28,Зерновые,Север,783.0
2018-12-31,Молочные продукты,Север,234.0
2022-01-31,Овощи,Восток,408.0
2021-01-31,Мясо,Север,476.0
2019-12-31,Молочные продукты,Север,0.0
2022-09-30,Молочные продукты,Север,183.0
2022-11-30,Молочные продукты,Север,107.0
2021-07-31,Молочные продукты,Запад,700.0
2020-09-30,Овощи,Север,0.0
2020-07-31,Мясо,Запад,889.0
2021-07-31,Овощи,Юг,751.0
2022-08-31,Мясо,Юг,114.0
2018-03-31,Фрукты,Север,259.0
2021-12-31,Зерновые,Юг,751.0
2023-02-28,Мясо,Север,539.0
2023-04-30,Фрукты,Восток,43.0
2024-11-30,Молочные продукты,Юг,0.0
2018-09-30,Молочные продукты,Восток,12097.0
2020-10-31,Молочные продукты,Восток,570.0
2021-08-31,Зерновые,Запад,449.0
2022-09-30,Фрукты,Север,999.0
2023-04-30,Мясо,Север,0.0
2018-03-31,Зерновые,Запад,0.0
2018-04-30,Молочные продукты,Запад,483.0
2019-09-30,Зерновые,Восток,682.0
2023-04-30,Мясо,Юг,542.0
2020-02-29,Мясо,Восток,759.0
2020-08-31,Зерновые,Восток,535.0
2018-11-30,Мясо,Восток,860.0
2024-05-31,Фрукты,Восток,190.0
2019-05-31,Овощи,Юг,0.0
2021-04-30,Зерновые,Юг,993.0
2022-07-31,Зерновые,Юг,10759.0
2024-07-31,Овощи,Запад,962.0
2021-04-30,Мясо,Юг,0.0
2022-06-30,Молочные продукты,Восток,0.0
2024-07-31,Фрукты,Восток,21.0
2023-04-30,Овощи,Восток,27.0
2021-08-31,Мясо,Запад,751.0
2019-07-31,Молочные продукты,Запад,591.0
2018-04-30,Овощи,Юг,112.0
2022-12-31,Зерновые,Запад,278.0
2018-11-30,Молочные продукты,Юг,257.0
2023-04-30,Молочные продукты,Запад,162.0
2023-08-31,Овощи,Запад,811.0
2024-08-31,Мясо,Восток,489.0
2021-12-31,Мясо,Юг,0.0
2022-06-30,Фрукты,Восток,233.0
2020-09-30,Фрукты,Запад,0.0
2019-10-31,Овощи,Север,0.0
2023-12-31,Мясо,Север,912.0
2020-05-31,Фрукты,Запад,185.0
2023-09-30,Молочные продукты,Север,53.0
2018-08-31,Зерновые,Север,891.0
2020-09-30,Молочные продукты,Север,0.0
2023-07-31,Фрукты,Восток,457.0
2024-06-30,Мясо,Юг,784.0
2023-10-31,Неправильная категория,Запад,498.0
2024-08-31,Фрукты,Юг,0.0
2018-04-30,Мясо,Север,305.0
2021-10-31,Молочные продукты,Север,885.0
2023-01-31,Молочные продукты,Восток,0.0
2022-09-30,Молочные продукты,Север,134.0
2019-08-31,Фрукты,Юг,434.0
2022-09-30,Овощи,Запад,0.0
2018-12-31,Овощи,Восток,418.0
2018-03-31,Молочные продукты,Запад,501.0
2023-11-30,Мясо,Восток,589.0
2024-07-31,Зерновые,Восток,359.0
2023-08-31,Овощи,Юг,526.0
2019-12-31,Фрукты,Юг,304.0
2020-09-30,Мясо,Восток,421.0
2023-03-31,Зерновые,Восток,0.0
2024-06-30,Мясо,Север,514.0
2021-11-30,Мясо,Восток,546.0
2023-09-30,Зерновые,Юг,67.0
2018-07-31,Фрукты,Запад,850.0
2020-04-30,Фрукты,Запад,619.0
2023-02-28,Фрукты,Восток,838.0
2018-11-30,Мясо,Восток,0.0
2022-11-30,Фрукты,Восток,567.0
2018-08-31,Зерновые,Север,587.0
2023-08-31,Мясо,Восток,859.0
2022-09-30,Зерновые,Север,0.0
2022-11-30,Молочные продукты,Восток,889.0
2019-07-31,Фрукты,Запад,174.0
2019-02-28,Фрукты,Север,869.0
2019-05-31,Фрукты,Запад,967.0
2021-08-31,Мясо,Юг,0.0
2022-11-30,Зерновые,Юг,983.0
2023-03-31,Мясо,Восток,883.0
2024-03-31,Мясо,Юг,662.0
2024-05-31,Зерновые,Восток,466.0
2019-08-31,Фрукты,Восток,774.0
2023-01-31,Молочные продукты,Север,904.0
2021-04-30,Фрукты,Юг,635.0
2024-05-31,Молочные продукты,Юг,506.0
2019-05-31,Мясо,Восток,0.0
2019-12-31,Фрукты,Запад,165.0
2021-08-31,Овощи,Запад,510.0
2018-09-30,Мясо,Север,175.0
2020-04-30,Фрукты,Север,773.0
2022-06-30,Мясо,Запад,282.0
2019-03-31,Овощи,Восток,3.0
2021-09-30,Зерновые,Запад,245.0
2019-09-30,Зерновые,Запад,464.0
2021-06-30,Овощи,Восток,0.0
2023-02-28,Зерновые,Восток,993.0
2022-05-31,Зерновые,Юг,765.0
2018-02-28,Овощи,Юг,398.0
2022-06-30,Зерновые,Юг,0.0
2023-09-30,Фрукты,Юг,740.0
2019-02-28,Овощи,Север,831.0
2020-06-30,Зерновые,Юг,414.0
2021-07-31,Зерновые,Север,871.0
2022-02-28,Зерновые,Запад,482.0
2024-11-30,Молочные продукты,Юг,48.0
2024-07-31,Молочные продукты,Юг,558.0
2022-12-31,Зерновые,Запад,589.0
2020-10-31,Молочные продукты,Юг,630.0
2018-09-30,Зерновые,Юг,554.0
2021-06-30,Мясо,Запад,743.0
2022-07-31,Молочные продукты,Север,568.0
2020-07-31,Мясо,Запад,339.0
2019-10-31,Молочные продукты,Юг,795.0
2023-10-31,Овощи,Юг,479.0
2018-11-30,Зерновые,Восток,807.0
2018-05-31,Молочные продукты,Север,614.0
2023-05-31,Овощи,Запад,838.0
2024-06-30,Фрукты,Юг,828.0
2021-06-30,Фрукты,Запад,0.0
2022-03-31,Молочные продукты,Север,275.0
2022-12-31,Фрукты,Север,541.0
2023-03-31,Зерновые,Север,806.0
2020-02-29,Овощи,Запад,979.0
2024-10-31,Фрукты,Запад,0.0
2024-11-30,Зерновые,Юг,38.0
2020-12-31,Зерновые,Запад,859.0
2021-02-28,Мясо,Восток,729.0
2022-06-30,Овощи,Юг,262.0
2024-07-31,Зерновые,Север,589.0
2023-03-31,Неправильная категория,Север,0.0
2019-05-31,Мясо,Восток,63.0
2023-04-30,Молочные продукты,Юг,0.0
2021-06-30,Молочные продукты,Север,834.0
2020-11-30,Фрукты,Запад,0.0
2023-02-28,Молочные продукты,Восток,290.0
2023-01-31,Зерновые,Юг,834.0
2021-09-30,Мясо,Север,490.0
2018-08-31,Зерновые,Восток,132.0
2019-04-30,Фрукты,Север,85.0
2023-02-28,Молочные продукты,Запад,0.0
2023-08-31,Молочные продукты,Восток,959.0
2021-04-30,Молочные продукты,Юг,240.0
2020-02-29,Фрукты,Запад,265.0
2019-03-31,Фрукты,Запад,0.0
2023-07-31,Молочные продукты,Север,896.0
2022-06-30,Фрукты,Восток,376.0
2018-12-31,Мясо,Запад,595.0
2018-08-31,Мясо,Запад,249.0
2022-12-31,Молочные продукты,Запад,128.0
2023-02-28,Овощи,Запад,0.0
2022-12-31,Фрукты,Север,271.0
2021-06-30,Зерновые,Юг,506.0
2024-07-31,Овощи,Запад,0.0
2020-10-31,Зерновые,Юг,181.0
2019-05-31,Мясо,Север,856.0
2020-12-31,Овощи,Север,663.0
2018-08-31,Молочные продукты,Восток,616.0
2024-10-31,Зерновые,Запад,659.0
2023-10-31,Мясо,Запад,0.0
2023-02-28,Фрукты,Запад,633.0
2018-03-31,Зерновые,Запад,558.0
2019-10-31,Мясо,Запад,0.0
2018-03-31,Фрукты,Юг,185.0
2024-01-31,Молочные продукты,Север,978.0
2020-04-30,Молочные продукты,Запад,0.0
2021-08-31,Овощи,Восток,83.0
2024-08-31,Овощи,Север,0.0
2020-03-31,Фрукты,Восток,708.0
2021-08-31,Фрукты,Север,0.0
2018-11-30,Овощи,Восток,104.0
2020-02-29,Овощи,Запад,0.0
2020-09-30,Фрукты,Восток,0.0
2020-09-30,Молочные продукты,Восток,807.0
2018-09-30,Молочные продукты,Восток,398.0
2021-12-31,Зерновые,Запад,892.0
2023-03-31,Зерновые,Юг,771.0
2018-10-31,Зерновые,Север,70.0
2021-12-31,Овощи,Восток,835.0
2018-12-31,Молочные продукты,Юг,906.0
2022-02-28,Овощи,Юг,0.0
2019-02-28,Фрукты,Юг,228.0
2022-03-31,Овощи,Юг,922.0
2024-02-29,Овощи,Запад,16332.0
2019-08-31,Зерновые,Восток,87.0
2023-02-28,Овощи,Север,332.0
2019-04-30,Молочные продукты,Восток,0.0
2021-12-31,Овощи,Восток,311.0
2019-12-31,Мясо,Восток,320.0
2019-11-30,Молочные продукты,Юг,384.0
2022-06-30,Овощи,Восток,798.0
2018-12-31,Овощи,Юг,900.0
2021-05-31,Овощи,Запад,453.0
2023-11-30,Зерновые,Север,252.0
2023-12-31,Овощи,Восток,12995.0
2021-09-30,Зерновые,Запад,445.0
2024-04-30,Мясо,Север,121.0
2019-12-31,Овощи,Север,0.0
2022-11-30,Зерновые,Юг,605.0
2020-07-31,Овощи,Юг,0.0
2019-06-30,Зерновые,Север,0.0
2024-09-30,Фрукты,Запад,302.0
2018-12-31,Мясо,Восток,984.0
2020-12-31,Мясо,Запад,352.0
2024-11-30,Молочные продукты,Запад,0.0
2020-05-31,Овощи,Восток,59.0
2018-10-31,Овощи,Восток,778.0
2021-08-31,Зерновые,Восток,0.0
2021-10-31,Овощи,Запад,976.0
2021-05-31,Фрукты,Восток,774.0
2019-10-31,Зерновые,Юг,562.0
2018-11-30,Фрукты,Юг,109.0
2024-06-30,Молочные продукты,Восток,898.0
2023-05-31,Мясо,Запад,949.0
2019-03-31,Неправильная категория,Восток,769.0
2024-06-30,Молочные продукты,Север,0.0
2018-10-31,Фрукты,Север,340.0
2024-04-30,Зерновые,Юг,407.0
2024-09-30,Фрукты,Юг,0.0
2020-10-31,Овощи,Север,482.0
2024-03-31,Молочные продукты,Запад,110.0
2023-02-28,Зерновые,Запад,0.0
2023-10-31,Мясо,Север,448.0
2018-12-31,Фрукты,Восток,0.0
2024-06-30,Молочные продукты,Запад,508.0
2023-04-30,Зерновые,Запад,488.0
2023-09-30,Неправильная категория,Восток,960.0
2024-03-31,Мясо,Север,217.0
2022-05-31,Овощи,Юг,377.0
2019-12-31,Зерновые,Запад,674.0
2022-03-31,Фрукты,Север,331.0
2018-02-28,Молочные продукты,Восток,724.0
2019-09-30,Овощи,Север,59.0
2020-05-31,Молочные продукты,Восток,342.0
2023-05-31,Мясо,Восток,408.0
2021-06-30,Зерновые,Север,306.0
2024-08-31,Зерновые,Восток,439.0
2024-04-30,Фрукты,Юг,639.0
2023-06-30,Мясо,Запад,717.0
2024-05-31,Овощи,Запад,782.0
2021-02-28,Фрукты,Юг,735.0
2022-09-30,Зерновые,Юг,971.0
2022-08-31,Овощи,Запад,402.0
2024-03-31,Зерновые,Север,121.0
2024-06-30,Молочные продукты,Запад,458.0
2021-11-30,Молочные продукты,Север,289.0
2021-12-31,Фрукты,Юг,708.0
2024-09-30,Молочные продукты,Юг,127.0
2023-07-31,Зерновые,Юг,743.0
2018-08-31,Мясо,Север,570.0
2019-05-31,Зерновые,Восток,488.0
2024-05-31,Фрукты,Юг,0.0
2024-02-29,Фрукты,Юг,223.0
2022-04-30,Овощи,Юг,572.0
2020-03-31,Овощи,Запад,0.0
2019-01-31,Овощи,Юг,0.0
2022-04-30,Молочные продукты,Восток,968.0
2022-11-30,Зерновые,Восток,31.0
2023-11-30,Молочные продукты,Юг,0.0
2019-01-31,Фрукты,Запад,702.0
2018-03-31,Молочные продукты,Запад,548.0
2024-01-31,Зерновые,Юг,581.0
2024-02-29,Зерновые,Юг,0.0
2024-08-31,Мясо,Юг,272.0
2018-08-31,Мясо,Север,0.0
2023-04-30,Неправильная категория,Юг,983.0
2022-09-30,Овощи,Север,795.0
2024-02-29,Молочные продукты,Север,793.0
2024-12-31,Мясо,Запад,558.0
2021-06-30,Фрукты,Восток,827.0
2018-08-31,Фрукты,Север,573.0
2024-05-31,Овощи,Север,682.0
2022-07-31,Овощи,Юг,828.0
2019-02-28,Зерновые,Восток,67.0
2018-05-31,Зерновые,Север,892.0
2018-02-28,Зерновые,Запад,887.0
